nationality,class,time_s,time,5ktime,5kdiff,5kminperk,5kkmh,5kplace,10ktime,10kdiff,10kminperk,10kkmh,10kplace,15ktime,15kdiff,15kminperk,15kkmh,15kplace,20ktime,20kdiff,20kminperk,20kkmh,20kplace,finishtime_s,finishtime,finishdiff,finishminperk,finishkmh
SWE,H17,5010,01:23:30,00:19:48,19:48,03:58,15.15,659,00:38:56,19:08,03:50,15.68,504,00:58:45,19:49,03:58,15.14,463,01:19:04,20:19,04:04,14.76,443,5010,01:23:30,04:25,04:02,14.88
SWE,H40,5010,01:23:30,00:19:49,19:49,03:58,15.14,672,00:39:19,19:30,03:55,15.38,596,00:59:16,19:56,04:00,15.04,533,01:19:19,20:03,04:01,14.95,463,5010,01:23:30,04:10,03:48,15.79
SWE,D17,5996,01:39:56,00:23:07,23:07,04:38,12.97,428,00:45:27,22:20,04:29,13.43,341,01:08:26,22:58,04:36,13.06,282,01:33:51,25:25,05:06,11.80,386,5996,01:39:56,06:04,05:33,10.84
SWE,D17,5996,01:39:56,00:22:50,22:50,04:35,13.14,352,00:45:52,23:02,04:37,13.02,391,01:09:59,24:06,04:50,12.45,419,01:34:45,24:46,04:58,12.11,444,5996,01:39:56,05:11,04:44,12.68
SWE,H35,5011,01:23:31,00:19:47,19:47,03:58,15.16,648,00:39:21,19:34,03:55,15.33,609,00:59:12,19:51,03:59,15.11,525,01:19:14,20:02,04:01,14.97,455,5011,01:23:31,04:16,03:54,15.39
SWE,D17,5996,01:39:56,00:23:14,23:14,04:39,12.91,468,00:46:24,23:09,04:38,12.95,469,01:10:29,24:05,04:50,12.45,469,01:34:58,24:28,04:54,12.26,459,5996,01:39:56,04:58,04:33,13.22
SWE,H17,5011,01:23:31,00:19:24,19:24,03:53,15.46,456,00:38:35,19:10,03:51,15.64,432,00:58:33,19:58,04:00,15.02,442,01:19:09,20:36,04:08,14.56,447,5011,01:23:31,04:21,03:59,15.10
SWE,H17,5011,01:23:31,00:19:05,19:05,03:50,15.71,356,00:38:06,19:00,03:49,15.78,359,00:57:45,19:39,03:56,15.26,357,01:18:51,21:05,04:14,14.22,423,5011,01:23:31,04:40,04:16,14.10
SWE,D17,5997,01:39:57,00:22:58,22:58,04:36,13.05,393,00:46:16,23:17,04:40,12.88,451,01:10:46,24:29,04:54,12.25,504,01:34:58,24:12,04:51,12.39,460,5997,01:39:57,04:59,04:33,13.20
SWE,H17,5012,01:23:32,00:19:52,19:52,03:59,15.10,698,00:39:09,19:17,03:52,15.55,553,00:59:02,19:53,03:59,15.09,497,01:19:14,20:11,04:03,14.86,453,5012,01:23:32,04:17,03:55,15.34
SWE,D17,5999,01:39:59,00:23:54,23:54,04:47,12.55,762,00:47:18,23:24,04:41,12.82,661,01:11:20,24:01,04:49,12.49,574,01:35:11,23:50,04:47,12.58,479,5999,01:39:59,04:47,04:23,13.72
SWE,H45,5012,01:23:32,00:19:18,19:18,03:52,15.54,420,00:39:01,19:42,03:57,15.22,524,00:59:02,20:00,04:01,14.99,494,01:19:24,20:22,04:05,14.73,473,5012,01:23:32,04:07,03:46,15.96
SWE,D35,5999,01:39:59,00:23:34,23:34,04:43,12.72,612,00:47:01,23:26,04:42,12.79,597,01:11:03,24:01,04:49,12.49,535,01:35:00,23:57,04:48,12.52,462,5999,01:39:59,04:59,04:34,13.18
SWE,D17,6001,01:40:01,00:24:00,24:00,04:49,12.50,809,00:47:03,23:02,04:37,13.02,604,01:10:39,23:36,04:44,12.71,487,01:34:53,24:14,04:51,12.38,454,6001,01:40:01,05:07,04:41,12.84
SWE,H40,5012,01:23:32,00:19:52,19:52,03:59,15.09,701,00:39:10,19:17,03:52,15.55,557,00:59:03,19:53,03:59,15.08,504,01:19:14,20:11,04:03,14.86,456,5012,01:23:32,04:17,03:55,15.35
SWE,H45,5012,01:23:32,00:19:27,19:27,03:54,15.42,477,00:38:47,19:20,03:53,15.51,471,00:58:52,20:04,04:01,14.95,476,01:19:15,20:23,04:05,14.72,457,5012,01:23:32,04:16,03:55,15.37
SWE,D17,6001,01:40:01,00:24:46,24:46,04:58,12.11,1226,00:48:28,23:42,04:45,12.66,920,01:11:49,23:20,04:41,12.85,629,01:35:12,23:23,04:41,12.83,480,6001,01:40:01,04:49,04:24,13.66
SCO,H40,5014,01:23:34,00:19:09,19:09,03:50,15.66,378,00:38:17,19:08,03:50,15.68,392,00:58:31,20:13,04:03,14.83,437,01:19:16,20:45,04:10,14.45,461,5014,01:23:34,04:17,03:55,15.35
SWE,D35,6002,01:40:02,00:22:38,22:38,04:32,13.25,299,00:45:26,22:47,04:34,13.16,336,01:09:26,24:00,04:48,12.50,363,01:34:52,25:26,05:06,11.79,452,6002,01:40:02,05:09,04:43,12.76
SWE,D17,6006,01:40:06,00:22:38,22:38,04:32,13.25,297,00:45:00,22:22,04:29,13.41,275,01:09:01,24:00,04:49,12.49,330,01:34:33,25:32,05:07,11.74,429,6006,01:40:06,05:32,05:04,11.88
SWE,H45,5014,01:23:34,00:19:22,19:22,03:53,15.49,441,00:38:22,18:59,03:48,15.79,400,00:58:19,19:57,04:00,15.03,419,01:19:05,20:46,04:10,14.44,445,5014,01:23:34,04:28,04:06,14.69
SWE,H17,5014,01:23:34,00:19:35,19:35,03:56,15.31,554,00:38:40,19:05,03:49,15.72,448,00:58:37,19:56,04:00,15.04,451,01:19:14,20:36,04:08,14.55,452,5014,01:23:34,04:20,03:58,15.15
SWE,D17,6008,01:40:08,00:23:17,23:17,04:40,12.88,491,00:46:33,23:16,04:40,12.89,499,01:10:34,24:00,04:49,12.49,477,01:35:05,24:30,04:55,12.24,469,6008,01:40:08,05:03,04:37,13.03
SWE,H45,5015,01:23:35,00:19:40,19:40,03:57,15.25,591,00:38:51,19:11,03:51,15.63,492,00:58:49,19:58,04:00,15.02,472,01:19:10,20:20,04:05,14.75,449,5015,01:23:35,04:24,04:02,14.91
SWE,D17,6008,01:40:08,00:23:55,23:55,04:48,12.54,770,00:47:05,23:10,04:39,12.95,618,01:10:57,23:52,04:47,12.57,523,01:35:08,24:11,04:51,12.41,475,6008,01:40:08,04:59,04:34,13.18
SWE,H17,5016,01:23:36,00:19:31,19:31,03:55,15.36,514,00:38:51,19:19,03:52,15.53,486,00:58:46,19:55,04:00,15.06,467,01:19:16,20:29,04:06,14.64,459,5016,01:23:36,04:20,03:58,15.17
SWE,D45,6009,01:40:09,00:22:56,22:56,04:36,13.08,384,00:45:58,23:01,04:37,13.03,406,01:10:17,24:19,04:52,12.33,447,01:34:53,24:35,04:56,12.20,453,6009,01:40:09,05:16,04:49,12.49
NOR,D40,6009,01:40:09,00:23:53,23:53,04:47,12.55,756,00:47:21,23:27,04:42,12.78,671,01:11:10,23:48,04:46,12.60,551,01:35:08,23:58,04:48,12.51,474,6009,01:40:09,05:01,04:35,13.12
SWE,H17,5017,01:23:37,00:19:48,19:48,03:58,15.14,664,00:39:12,19:23,03:53,15.47,569,00:59:18,20:06,04:02,14.92,537,01:19:16,19:58,04:00,15.02,460,5017,01:23:37,04:20,03:58,15.16
SWE,H40,5017,01:23:37,00:19:48,19:48,03:58,15.14,667,00:39:12,19:23,03:53,15.47,568,00:59:13,20:01,04:01,14.99,529,01:19:27,20:14,04:03,14.82,477,5017,01:23:37,04:09,03:48,15.83
SWE,D17,6010,01:40:10,00:23:24,23:24,04:41,12.82,539,00:46:50,23:26,04:42,12.80,555,01:10:52,24:02,04:49,12.48,515,01:35:04,24:11,04:51,12.40,467,6010,01:40:10,05:06,04:40,12.88
SWE,D17,6011,01:40:11,00:23:53,23:53,04:47,12.56,753,00:47:03,23:09,04:38,12.95,607,01:10:51,23:47,04:46,12.61,511,01:35:01,24:10,04:51,12.41,464,6011,01:40:11,05:09,04:43,12.75
SWE,H35,5018,01:23:38,00:19:45,19:45,03:58,15.18,634,00:38:49,19:04,03:49,15.73,478,00:58:40,19:51,03:59,15.11,455,01:19:21,20:40,04:09,14.51,464,5018,01:23:38,04:17,03:55,15.36
SWE,D40,6011,01:40:11,00:23:07,23:07,04:38,12.97,424,00:46:34,23:27,04:42,12.79,500,01:10:39,24:05,04:50,12.46,489,01:35:00,24:20,04:53,12.32,461,6011,01:40:11,05:11,04:44,12.70
SWE,H45,5020,01:23:40,00:19:24,19:24,03:53,15.45,460,00:39:04,19:39,03:56,15.26,533,00:59:04,20:00,04:01,14.99,505,01:19:21,20:16,04:04,14.79,465,5020,01:23:40,04:18,03:56,15.29
SWE,H17,5020,01:23:40,00:19:20,19:20,03:53,15.51,430,00:38:37,19:17,03:52,15.56,441,00:58:37,20:00,04:01,14.99,453,01:19:22,20:44,04:09,14.47,466,5020,01:23:40,04:18,03:56,15.30
SWE,D17,6011,01:40:11,00:22:45,22:45,04:34,13.18,331,00:45:00,22:14,04:27,13.49,274,01:09:29,24:29,04:54,12.25,365,01:35:03,25:33,05:07,11.74,466,6011,01:40:11,05:08,04:42,12.80
SWE,D17,6014,01:40:14,00:23:56,23:56,04:48,12.53,777,00:47:17,23:21,04:41,12.85,657,01:11:33,24:16,04:52,12.36,597,01:35:13,23:39,04:44,12.68,482,6014,01:40:14,05:00,04:35,13.13
SWE,H17,5020,01:23:40,00:19:51,19:51,03:59,15.10,696,00:39:19,19:27,03:54,15.42,598,00:59:05,19:45,03:58,15.18,506,01:19:23,20:18,04:04,14.77,472,5020,01:23:40,04:16,03:55,15.38
SWE,H17,5020,01:23:40,00:19:42,19:42,03:57,15.22,605,00:39:03,19:21,03:53,15.50,529,00:58:58,19:55,04:00,15.06,486,01:19:19,20:20,04:05,14.75,462,5020,01:23:40,04:21,03:59,15.12
SWE,D17,6014,01:40:14,00:23:20,23:20,04:41,12.85,512,00:46:22,23:02,04:37,13.02,466,01:10:12,23:49,04:46,12.59,439,01:34:57,24:45,04:58,12.12,457,6014,01:40:14,05:16,04:49,12.47
SWE,D45,6014,01:40:14,00:22:55,22:55,04:36,13.08,379,00:45:53,22:57,04:36,13.07,394,01:10:03,24:09,04:50,12.42,422,01:34:58,24:54,04:59,12.04,458,6014,01:40:14,05:16,04:49,12.47
SWE,H40,5021,01:23:41,00:19:55,19:55,04:00,15.05,737,00:39:27,19:31,03:55,15.36,639,00:59:25,19:57,04:00,15.03,553,01:19:28,20:03,04:01,14.96,482,5021,01:23:41,04:13,03:51,15.59
SWE,H35,5024,01:23:44,00:20:13,20:13,04:03,14.83,937,00:39:35,19:21,03:53,15.50,672,00:59:20,19:44,03:57,15.19,540,01:19:29,20:09,04:02,14.88,483,5024,01:23:44,04:14,03:53,15.50
SWE,D17,6015,01:40:15,00:23:22,23:22,04:41,12.84,521,00:46:28,23:06,04:38,12.98,484,01:10:10,23:41,04:45,12.66,435,01:35:01,24:50,04:59,12.07,463,6015,01:40:15,05:13,04:46,12.59
SWE,H17,5024,01:23:44,00:19:55,19:55,04:00,15.05,736,00:39:20,19:25,03:54,15.45,605,00:59:22,20:02,04:01,14.97,550,01:19:37,20:14,04:03,14.82,495,5024,01:23:44,04:07,03:46,15.96
SWE,D35,6015,01:40:15,00:23:22,23:22,04:41,12.83,524,00:46:29,23:06,04:38,12.98,486,01:10:39,24:10,04:51,12.41,490,01:35:10,24:30,04:55,12.24,478,6015,01:40:15,05:04,04:38,12.95
JPN,D45,6017,01:40:17,00:23:51,23:51,04:47,12.57,739,00:47:03,23:11,04:39,12.93,608,01:10:56,23:53,04:47,12.56,521,01:35:25,24:28,04:54,12.25,500,6017,01:40:17,04:52,04:27,13.52
SWE,H50,5027,01:23:47,00:18:58,18:58,03:48,15.81,319,00:38:17,19:18,03:52,15.53,393,00:58:21,20:03,04:01,14.96,422,01:19:14,20:53,04:11,14.36,454,5027,01:23:47,04:32,04:09,14.50
SWE,D40,6018,01:40:18,00:23:36,23:36,04:44,12.71,624,00:47:02,23:25,04:42,12.80,603,01:10:31,23:28,04:42,12.78,474,01:35:05,24:34,04:55,12.20,470,6018,01:40:18,05:12,04:45,12.65
SWE,H40,5027,01:23:47,00:19:40,19:40,03:57,15.25,592,00:38:49,19:09,03:50,15.66,479,00:58:48,19:58,04:00,15.02,468,01:19:26,20:38,04:08,14.54,476,5027,01:23:47,04:21,03:59,15.12
SWE,H40,5028,01:23:48,00:19:40,19:40,03:57,15.25,590,00:38:50,19:10,03:51,15.64,485,00:58:48,19:57,04:00,15.03,469,01:19:25,20:37,04:08,14.55,474,5028,01:23:48,04:23,04:00,15.02
SWE,D35,6020,01:40:20,00:23:31,23:31,04:43,12.75,595,00:46:27,22:55,04:36,13.09,477,01:10:23,23:56,04:48,12.53,458,01:35:06,24:42,04:57,12.14,473,6020,01:40:20,05:14,04:47,12.57
SWE,H45,5030,01:23:50,00:20:03,20:03,04:01,14.96,818,00:39:25,19:21,03:53,15.49,625,00:59:10,19:45,03:58,15.18,521,01:19:27,20:16,04:04,14.79,477,5030,01:23:50,04:22,04:00,15.05
SWE,D40,6020,01:40:20,00:22:50,22:50,04:35,13.13,354,00:46:00,23:09,04:38,12.95,411,01:10:16,24:15,04:52,12.36,445,01:35:02,24:46,04:58,12.11,465,6020,01:40:20,05:17,04:50,12.42
SWE,D50,6020,01:40:20,00:22:52,22:52,04:35,13.12,363,00:45:40,22:48,04:34,13.15,364,01:09:36,23:55,04:48,12.54,378,01:34:57,25:21,05:05,11.83,456,6020,01:40:20,05:23,04:55,12.21
SWE,H17,5030,01:23:50,00:19:56,19:56,04:00,15.04,744,00:39:10,19:13,03:51,15.60,556,00:59:08,19:58,04:00,15.02,515,01:19:47,20:38,04:08,14.53,514,5030,01:23:50,04:03,03:42,16.25
SWE,D17,6021,01:40:21,00:23:50,23:50,04:47,12.58,730,00:47:41,23:50,04:47,12.58,-,01:10:48,23:07,04:38,12.98,508,01:35:06,24:17,04:52,12.35,472,6021,01:40:21,05:15,04:48,12.52
SWE,H40,5030,01:23:50,00:18:53,18:53,03:47,15.88,291,00:37:32,18:39,03:44,16.08,292,00:57:25,19:53,03:59,15.09,338,01:18:55,21:30,04:19,13.95,425,5030,01:23:50,04:55,04:30,13.38
SWE,H35,5030,01:23:50,00:19:47,19:47,03:58,15.15,655,00:39:26,19:38,03:56,15.27,634,00:59:27,20:01,04:01,14.99,562,01:19:38,20:10,04:03,14.87,496,5030,01:23:50,04:12,03:51,15.63
SWE,D40,6021,01:40:21,00:23:46,23:46,04:46,12.62,697,00:47:02,23:15,04:40,12.89,602,01:11:14,24:11,04:51,12.40,559,01:35:14,24:00,04:49,12.50,483,6021,01:40:21,05:07,04:40,12.86
SWE,H45,5031,01:23:51,00:19:42,19:42,03:57,15.22,609,00:39:24,19:42,03:57,15.23,623,00:59:22,19:57,04:00,15.03,545,01:19:37,20:15,04:04,14.81,493,5031,01:23:51,04:13,03:52,15.55
SWE,D17,6021,01:40:21,00:22:38,22:38,04:32,13.25,299,00:46:06,23:28,04:42,12.78,421,01:10:30,24:24,04:53,12.29,473,01:35:05,24:35,04:56,12.20,471,6021,01:40:21,05:15,04:48,12.51
SWE,D17,6021,01:40:21,00:23:48,23:48,04:46,12.60,712,00:47:09,23:21,04:41,12.85,635,01:11:10,24:01,04:49,12.49,552,01:35:17,24:07,04:50,12.44,488,6021,01:40:21,05:03,04:38,12.99
SWE,H17,5032,01:23:52,00:20:22,20:22,04:05,14.72,1033,00:39:59,19:37,03:56,15.29,815,00:59:46,19:46,03:58,15.17,603,01:19:44,19:58,04:00,15.02,509,5032,01:23:52,04:07,03:46,15.96
SWE,H45,5032,01:23:52,00:19:15,19:15,03:52,15.58,402,00:38:15,19:00,03:49,15.79,384,00:58:30,20:15,04:04,14.81,436,01:19:22,20:52,04:11,14.37,469,5032,01:23:52,04:30,04:07,14.63
SWE,D55,6024,01:40:24,00:24:06,24:06,04:50,12.45,845,00:47:41,23:35,04:44,12.72,728,01:11:37,23:55,04:48,12.54,605,01:35:23,23:45,04:46,12.62,494,6024,01:40:24,05:01,04:35,13.11
SWE,D17,6026,01:40:26,00:23:23,23:23,04:41,12.83,530,00:46:26,23:03,04:37,13.01,475,01:10:28,24:01,04:49,12.48,465,01:35:16,24:48,04:58,12.10,486,6026,01:40:26,05:09,04:43,12.74
SWE,H45,5033,01:23:53,00:19:23,19:23,03:53,15.47,451,00:38:38,19:15,03:52,15.58,444,00:58:44,20:05,04:02,14.93,462,01:19:22,20:37,04:08,14.54,467,5033,01:23:53,04:31,04:08,14.54
SWE,H35,5034,01:23:54,00:19:28,19:28,03:54,15.41,482,00:38:50,19:22,03:53,15.49,483,00:58:54,20:03,04:01,14.96,479,01:19:34,20:40,04:08,14.52,489,5034,01:23:54,04:20,03:58,15.19
SWE,D17,6027,01:40:27,00:23:23,23:23,04:41,12.83,525,00:46:26,23:03,04:37,13.01,475,01:10:28,24:01,04:49,12.48,466,01:35:17,24:48,04:58,12.10,487,6027,01:40:27,05:10,04:43,12.73
SWE,H35,5034,01:23:54,00:19:47,19:47,03:58,15.16,653,00:39:14,19:26,03:54,15.43,574,00:59:11,19:57,04:00,15.03,523,01:19:33,20:22,04:05,14.73,488,5034,01:23:54,04:20,03:58,15.16
SWE,D17,6027,01:40:27,00:23:19,23:19,04:40,12.86,507,00:46:53,23:33,04:43,12.74,567,01:11:06,24:13,04:51,12.38,541,01:35:22,24:15,04:52,12.37,492,6027,01:40:27,05:05,04:39,12.94
SWE,D17,6029,01:40:29,00:23:41,23:41,04:45,12.66,664,00:46:48,23:07,04:38,12.97,545,01:11:07,24:18,04:52,12.34,543,01:35:22,24:15,04:52,12.37,493,6029,01:40:29,05:06,04:40,12.89
SWE,H35,5034,01:23:54,00:19:03,19:03,03:49,15.75,344,00:37:59,18:56,03:48,15.84,343,00:58:11,20:11,04:03,14.86,406,01:19:23,21:12,04:15,14.15,470,5034,01:23:54,04:30,04:07,14.58
SWE,H17,5034,01:23:54,00:19:28,19:28,03:54,15.41,485,00:38:42,19:14,03:51,15.60,453,00:58:36,19:54,03:59,15.07,450,01:19:31,20:54,04:11,14.35,485,5034,01:23:54,04:23,04:00,15.01
DEN,D17,6029,01:40:29,00:23:05,23:05,04:38,12.99,418,00:45:31,22:25,04:30,13.38,345,01:09:23,23:52,04:47,12.57,357,01:34:47,25:24,05:05,11.81,447,6029,01:40:29,05:41,05:12,11.55
GBR,H40,5035,01:23:55,00:19:36,19:36,03:56,15.30,561,00:38:34,18:58,03:48,15.81,431,00:58:19,19:45,03:58,15.19,419,01:19:28,21:08,04:14,14.19,481,5035,01:23:55,04:27,04:04,14.76
SWE,D35,6030,01:40:30,00:23:26,23:26,04:42,12.80,552,00:46:49,23:22,04:41,12.83,550,01:11:07,24:18,04:52,12.35,544,01:35:25,24:18,04:52,12.34,498,6030,01:40:30,05:04,04:38,12.95
SWE,H17,5036,01:23:56,00:19:50,19:50,03:59,15.11,690,00:39:25,19:34,03:55,15.32,630,00:59:25,19:59,04:00,15.00,554,01:19:39,20:14,04:03,14.82,500,5036,01:23:56,04:16,03:54,15.40
SWE,D17,6031,01:40:31,00:23:23,23:23,04:41,12.82,534,00:46:36,23:12,04:39,12.92,507,01:10:49,24:12,04:51,12.39,509,01:35:18,24:28,04:54,12.26,489,6031,01:40:31,05:13,04:46,12.60
SWE,H17,5037,01:23:57,00:19:24,19:24,03:53,15.46,458,00:38:49,19:25,03:54,15.45,477,00:58:42,19:53,03:59,15.08,461,01:19:27,20:44,04:09,14.46,479,5037,01:23:57,04:29,04:06,14.66
SWE,D35,6032,01:40:32,00:23:56,23:56,04:48,12.53,782,00:47:10,23:13,04:39,12.91,637,01:11:07,23:57,04:48,12.53,545,01:35:30,24:23,04:53,12.30,503,6032,01:40:32,05:01,04:35,13.11
SWE,D45,6032,01:40:32,00:23:42,23:42,04:45,12.65,669,00:47:01,23:19,04:40,12.86,599,01:10:50,23:48,04:46,12.60,510,01:35:13,24:22,04:53,12.31,481,6032,01:40:32,05:19,04:51,12.37
NOR,H40,5037,01:23:57,00:19:33,19:33,03:55,15.34,532,00:38:46,19:13,03:51,15.61,466,00:58:42,19:56,04:00,15.05,460,01:19:28,20:45,04:10,14.45,480,5037,01:23:57,04:29,04:06,14.67
SWE,D17,6032,01:40:32,00:22:48,22:48,04:34,13.15,347,00:45:57,23:08,04:38,12.96,404,01:10:09,24:11,04:51,12.40,433,01:35:04,24:55,05:00,12.04,468,6032,01:40:32,05:28,05:00,12.03
NOR,H50,5038,01:23:58,00:19:50,19:50,03:59,15.12,684,00:39:14,19:24,03:53,15.46,576,00:59:11,19:56,04:00,15.04,522,01:19:39,20:27,04:06,14.66,498,5038,01:23:58,04:19,03:57,15.21
SWE,H17,5039,01:23:59,00:19:35,19:35,03:56,15.31,549,00:38:51,19:16,03:52,15.57,491,00:58:46,19:54,03:59,15.07,466,01:19:35,20:49,04:10,14.40,491,5039,01:23:59,04:23,04:01,14.99
SWE,D17,6033,01:40:33,00:24:19,24:19,04:52,12.33,968,00:48:05,23:45,04:46,12.63,825,01:11:49,23:44,04:45,12.64,630,01:35:35,23:45,04:46,12.63,504,6033,01:40:33,04:58,04:33,13.23
NOR,D35,6034,01:40:34,00:22:58,22:58,04:36,13.06,392,00:46:08,23:09,04:38,12.96,425,01:10:04,23:56,04:48,12.53,426,01:35:16,25:12,05:03,11.90,485,6034,01:40:34,05:17,04:50,12.43
SWE,H45,5039,01:23:59,00:19:50,19:50,03:59,15.12,687,00:39:01,19:10,03:51,15.65,521,00:58:55,19:54,03:59,15.07,483,01:19:31,20:35,04:08,14.56,486,5039,01:23:59,04:28,04:05,14.72
NOR,D35,6034,01:40:34,00:22:42,22:42,04:33,13.21,313,00:46:00,23:17,04:40,12.88,410,01:10:26,24:26,04:54,12.27,461,01:35:24,24:57,05:00,12.02,495,6034,01:40:34,05:10,04:43,12.73
GBR,H35,5040,01:24:00,00:19:16,19:16,03:52,15.57,405,00:38:56,19:40,03:57,15.25,504,00:59:08,20:11,04:03,14.85,513,01:19:35,20:27,04:06,14.66,490,5040,01:24:00,04:25,04:02,14.90
SWE,D17,6036,01:40:36,00:24:16,24:16,04:52,12.36,937,00:47:42,23:25,04:42,12.81,736,01:11:29,23:47,04:46,12.61,592,01:35:28,23:58,04:48,12.51,501,6036,01:40:36,05:07,04:41,12.84
SWE,H17,5040,01:24:00,00:19:54,19:54,03:59,15.07,714,00:39:22,19:28,03:54,15.40,613,00:59:30,20:07,04:02,14.91,568,01:19:43,20:13,04:03,14.83,506,5040,01:24:00,04:17,03:55,15.35
SWE,D40,6036,01:40:36,00:23:16,23:16,04:40,12.89,487,00:46:23,23:06,04:38,12.98,467,01:10:37,24:14,04:51,12.38,485,01:35:19,24:41,04:57,12.15,490,6036,01:40:36,05:16,04:49,12.47
SWE,H17,5041,01:24:01,00:18:13,18:13,03:39,16.46,167,00:36:41,18:28,03:42,16.24,188,00:57:35,20:54,04:11,14.35,349,01:20:21,22:45,04:34,13.18,557,5041,01:24:01,03:40,03:21,17.91
SWE,D40,6037,01:40:37,00:23:27,23:27,04:42,12.79,556,00:46:45,23:18,04:40,12.87,536,01:10:44,23:59,04:48,12.50,501,01:35:25,24:40,04:57,12.16,498,6037,01:40:37,05:11,04:44,12.68
SWE,H17,5041,01:24:01,00:19:00,19:00,03:49,15.78,331,00:37:46,18:45,03:46,15.99,320,00:56:55,19:08,03:50,15.67,284,01:19:10,22:15,04:28,13.48,448,5041,01:24:01,04:51,04:26,13.55
SWE,H40,5041,01:24:01,00:20:24,20:24,04:05,14.70,1060,00:39:47,19:22,03:53,15.48,741,00:59:36,19:49,03:58,15.13,577,01:19:40,20:03,04:01,14.96,501,5041,01:24:01,04:21,03:59,15.08
